Age,Stage of Change,Symptoms and Disorders,Psychological Treatment,Evidence Level,Basis for Evidence
Adult,Action,Substance Use Disorders,Seeking Safety program for PTSD with Substance Abuse,Excellent,"Boden MT, Kimerling R, Jacobs-Lentz J, Bowman D, Weaver C, Carney D, Walser R, Trafton JA. (2012).Seeking Safety treatment for male veterans with a substance use disorder and PTSD symptomatology. Addiction, 107, 578-586. ; Zlotnick C, Johnson J, Najavits LM. (2009). Randomized controlled pilot study of cognitive-behavioral therapy in a sample of incarcerated women with substance use disorder and PTSD. Behavior Therapy, 40, 325-36. ; Najavits LM, Gallop RJ, Weiss RD. (2006). Seeking Safety therapy for adolescent girls with PTSD and substance abuse: A randomized controlled trial. Journal of Behavioral Health Services & Research, 33, 453-463. ; Morrissey, JP, Jackson, EW, Ellis, AR, Amaro, H, Brown, VB, Najavits, LM. (2005). Twelve-month outcomes of trauma-informed interventions for women with co-occurring disorders. Psychiatric Services, 56, 1213-1222. ; Hien DA, Cohen LR, Litt LC, Miele GM, Capstick, C. (2004). Promising empirically supported treatments for women with comorbid PTSD and substance use disorders. American Journal of Psychiatry, 161, 1426-1432."
Adult,Maintenance,Substance Use Disorders,Seeking Safety program for PTSD with Substance Abuse,Excellent,"Boden MT, Kimerling R, Jacobs-Lentz J, Bowman D, Weaver C, Carney D, Walser R, Trafton JA. (2012).Seeking Safety treatment for male veterans with a substance use disorder and PTSD symptomatology. Addiction, 107, 578-586. ; Zlotnick C, Johnson J, Najavits LM. (2009). Randomized controlled pilot study of cognitive-behavioral therapy in a sample of incarcerated women with substance use disorder and PTSD. Behavior Therapy, 40, 325-36. ; Najavits LM, Gallop RJ, Weiss RD. (2006). Seeking Safety therapy for adolescent girls with PTSD and substance abuse: A randomized controlled trial. Journal of Behavioral Health Services & Research, 33, 453-463. ; Morrissey, JP, Jackson, EW, Ellis, AR, Amaro, H, Brown, VB, Najavits, LM. (2005). Twelve-month outcomes of trauma-informed interventions for women with co-occurring disorders. Psychiatric Services, 56, 1213-1222. ; Hien DA, Cohen LR, Litt LC, Miele GM, Capstick, C. (2004). Promising empirically supported treatments for women with comorbid PTSD and substance use disorders. American Journal of Psychiatry, 161, 1426-1432."
Adult,Precontemplation,Substance Use Disorders,Behavioral Couples Therapy for Alcohol and Drug Use Disorders,Unclear,
Adult,Contemplation,Substance Use Disorders,Behavioral Couples Therapy for Alcohol and Drug Use Disorders,Unclear,
Adult,Preparation,Substance Use Disorders,Behavioral Couples Therapy for Alcohol and Drug Use Disorders,Excellent,"Powers, M. B., Vedel, E., & Emmelkamp, P. M. G. (2008). Behavioral couples therapy (BCT) for alcohol and drug use disorders: A meta-analysis. Clinical Psychology Review, 28(6), 952-962. doi:10.1016/j.cpr.2008.02.002"
Adult,Action,Substance Use Disorders,Behavioral Couples Therapy for Alcohol and Drug Use Disorders,Excellent,"Powers, M. B., Vedel, E., & Emmelkamp, P. M. G. (2008). Behavioral couples therapy (BCT) for alcohol and drug use disorders: A meta-analysis. Clinical Psychology Review, 28(6), 952-962. doi:10.1016/j.cpr.2008.02.002"
Adult,Maintenance,Substance Use Disorders,Behavioral Couples Therapy for Alcohol and Drug Use Disorders,Excellent,"Powers, M. B., Vedel, E., & Emmelkamp, P. M. G. (2008). Behavioral couples therapy (BCT) for alcohol and drug use disorders: A meta-analysis. Clinical Psychology Review, 28(6), 952-962. doi:10.1016/j.cpr.2008.02.002"
Child,Precontemplation,Self-injurious thoughts and behavior,CBT (individual + family + parent training),Unclear,
Child,Contemplation,Self-injurious thoughts and behavior,CBT (individual + family + parent training),Unclear,
Child,Preparation,Self-injurious thoughts and behavior,CBT (individual + family + parent training),Good,"Glenn, C. R., Franklin, J. C., & Nock, M. K. (2014). Evidence-Based Psychosocial Treatments for Self-Injurious Thoughts and Behaviors in Youth. Journal of Clinical Child & Adolescent Psychology, 44(1), 1-29."
Child,Action,Self-injurious thoughts and behavior,CBT (individual + family + parent training),Good,"Glenn, C. R., Franklin, J. C., & Nock, M. K. (2014). Evidence-Based Psychosocial Treatments for Self-Injurious Thoughts and Behaviors in Youth. Journal of Clinical Child & Adolescent Psychology, 44(1), 1-29."
Child,Maintenance,Self-injurious thoughts and behavior,CBT (individual + family + parent training),Good,"Glenn, C. R., Franklin, J. C., & Nock, M. K. (2014). Evidence-Based Psychosocial Treatments for Self-Injurious Thoughts and Behaviors in Youth. Journal of Clinical Child & Adolescent Psychology, 44(1), 1-29."
Adolescent,Precontemplation,Self-injurious thoughts and behavior,CBT (individual + family + parent training),Unclear,
Adolescent,Contemplation,Self-injurious thoughts and behavior,CBT (individual + family + parent training),Unclear,
Adolescent,Preparation,Self-injurious thoughts and behavior,CBT (individual + family + parent training),Good,"Glenn, C. R., Franklin, J. C., & Nock, M. K. (2014). Evidence-Based Psychosocial Treatments for Self-Injurious Thoughts and Behaviors in Youth. Journal of Clinical Child & Adolescent Psychology, 44(1), 1-29."
Adolescent,Action,Self-injurious thoughts and behavior,CBT (individual + family + parent training),Good,"Glenn, C. R., Franklin, J. C., & Nock, M. K. (2014). Evidence-Based Psychosocial Treatments for Self-Injurious Thoughts and Behaviors in Youth. Journal of Clinical Child & Adolescent Psychology, 44(1), 1-29."
Adolescent,Maintenance,Self-injurious thoughts and behavior,CBT (individual + family + parent training),Good,"Glenn, C. R., Franklin, J. C., & Nock, M. K. (2014). Evidence-Based Psychosocial Treatments for Self-Injurious Thoughts and Behaviors in Youth. Journal of Clinical Child & Adolescent Psychology, 44(1), 1-29."
Child,Precontemplation,Self-injurious thoughts and behavior,Attachment Family Therapy,Unclear,
Child,Contemplation,Self-injurious thoughts and behavior,Attachment Family Therapy,Unclear,
Child,Preparation,Self-injurious thoughts and behavior,Attachment Family Therapy,Good,"Glenn, C. R., Franklin, J. C., & Nock, M. K. (2014). Evidence-Based Psychosocial Treatments for Self-Injurious Thoughts and Behaviors in Youth. Journal of Clinical Child & Adolescent Psychology, 44(1), 1-29."
Child,Action,Self-injurious thoughts and behavior,Attachment Family Therapy,Good,"Glenn, C. R., Franklin, J. C., & Nock, M. K. (2014). Evidence-Based Psychosocial Treatments for Self-Injurious Thoughts and Behaviors in Youth. Journal of Clinical Child & Adolescent Psychology, 44(1), 1-29."
Child,Maintenance,Self-injurious thoughts and behavior,Attachment Family Therapy,Good,"Glenn, C. R., Franklin, J. C., & Nock, M. K. (2014). Evidence-Based Psychosocial Treatments for Self-Injurious Thoughts and Behaviors in Youth. Journal of Clinical Child & Adolescent Psychology, 44(1), 1-29."
Adolescent,Precontemplation,Self-injurious thoughts and behavior,Attachment Family Therapy,Unclear,
Adolescent,Contemplation,Self-injurious thoughts and behavior,Attachment Family Therapy,Unclear,
Adolescent,Preparation,Self-injurious thoughts and behavior,Attachment Family Therapy,Good,"Glenn, C. R., Franklin, J. C., & Nock, M. K. (2014). Evidence-Based Psychosocial Treatments for Self-Injurious Thoughts and Behaviors in Youth. Journal of Clinical Child & Adolescent Psychology, 44(1), 1-29."
Adolescent,Action,Self-injurious thoughts and behavior,Attachment Family Therapy,Good,"Glenn, C. R., Franklin, J. C., & Nock, M. K. (2014). Evidence-Based Psychosocial Treatments for Self-Injurious Thoughts and Behaviors in Youth. Journal of Clinical Child & Adolescent Psychology, 44(1), 1-29."
Adolescent,Maintenance,Self-injurious thoughts and behavior,Attachment Family Therapy,Good,"Glenn, C. R., Franklin, J. C., & Nock, M. K. (2014). Evidence-Based Psychosocial Treatments for Self-Injurious Thoughts and Behaviors in Youth. Journal of Clinical Child & Adolescent Psychology, 44(1), 1-29."
Child,Precontemplation,Self-injurious thoughts and behavior,Psychodynamic (individual + family),Unclear,
Child,Contemplation,Self-injurious thoughts and behavior,Psychodynamic (individual + family),Unclear,
Child,Preparation,Self-injurious thoughts and behavior,Psychodynamic (individual + family),Good,"Glenn, C. R., Franklin, J. C., & Nock, M. K. (2014). Evidence-Based Psychosocial Treatments for Self-Injurious Thoughts and Behaviors in Youth. Journal of Clinical Child & Adolescent Psychology, 44(1), 1-29."
Child,Action,Self-injurious thoughts and behavior,Psychodynamic (individual + family),Good,"Glenn, C. R., Franklin, J. C., & Nock, M. K. (2014). Evidence-Based Psychosocial Treatments for Self-Injurious Thoughts and Behaviors in Youth. Journal of Clinical Child & Adolescent Psychology, 44(1), 1-29."
Child,Maintenance,Self-injurious thoughts and behavior,Psychodynamic (individual + family),Good,"Glenn, C. R., Franklin, J. C., & Nock, M. K. (2014). Evidence-Based Psychosocial Treatments for Self-Injurious Thoughts and Behaviors in Youth. Journal of Clinical Child & Adolescent Psychology, 44(1), 1-29."
Adolescent,Precontemplation,Self-injurious thoughts and behavior,Psychodynamic (individual + family),Unclear,
Adolescent,Contemplation,Self-injurious thoughts and behavior,Psychodynamic (individual + family),Unclear,
Adolescent,Preparation,Self-injurious thoughts and behavior,Psychodynamic (individual + family),Good,"Glenn, C. R., Franklin, J. C., & Nock, M. K. (2014). Evidence-Based Psychosocial Treatments for Self-Injurious Thoughts and Behaviors in Youth. Journal of Clinical Child & Adolescent Psychology, 44(1), 1-29."
Adolescent,Action,Self-injurious thoughts and behavior,Psychodynamic (individual + family),Good,"Glenn, C. R., Franklin, J. C., & Nock, M. K. (2014). Evidence-Based Psychosocial Treatments for Self-Injurious Thoughts and Behaviors in Youth. Journal of Clinical Child & Adolescent Psychology, 44(1), 1-29."
Adolescent,Maintenance,Self-injurious thoughts and behavior,Psychodynamic (individual + family),Good,"Glenn, C. R., Franklin, J. C., & Nock, M. K. (2014). Evidence-Based Psychosocial Treatments for Self-Injurious Thoughts and Behaviors in Youth. Journal of Clinical Child & Adolescent Psychology, 44(1), 1-29."
Child,Precontemplation,Self-injurious thoughts and behavior,Ecologically-based Family Therapy,Unclear,
Child,Contemplation,Self-injurious thoughts and behavior,Ecologically-based Family Therapy,Unclear,
Child,Preparation,Self-injurious thoughts and behavior,Ecologically-based Family Therapy,Fair,"Glenn, C. R., Franklin, J. C., & Nock, M. K. (2014). Evidence-Based Psychosocial Treatments for Self-Injurious Thoughts and Behaviors in Youth. Journal of Clinical Child & Adolescent Psychology, 44(1), 1-29."
Child,Action,Self-injurious thoughts and behavior,Ecologically-based Family Therapy,Fair,"Glenn, C. R., Franklin, J. C., & Nock, M. K. (2014). Evidence-Based Psychosocial Treatments for Self-Injurious Thoughts and Behaviors in Youth. Journal of Clinical Child & Adolescent Psychology, 44(1), 1-29."
Child,Maintenance,Self-injurious thoughts and behavior,Ecologically-based Family Therapy,Fair,"Glenn, C. R., Franklin, J. C., & Nock, M. K. (2014). Evidence-Based Psychosocial Treatments for Self-Injurious Thoughts and Behaviors in Youth. Journal of Clinical Child & Adolescent Psychology, 44(1), 1-29."
Adolescent,Precontemplation,Self-injurious thoughts and behavior,Ecologically-based Family Therapy,Unclear,
Adolescent,Contemplation,Self-injurious thoughts and behavior,Ecologically-based Family Therapy,Unclear,
Adolescent,Preparation,Self-injurious thoughts and behavior,Ecologically-based Family Therapy,Fair,"Glenn, C. R., Franklin, J. C., & Nock, M. K. (2014). Evidence-Based Psychosocial Treatments for Self-Injurious Thoughts and Behaviors in Youth. Journal of Clinical Child & Adolescent Psychology, 44(1), 1-29."
Adolescent,Action,Self-injurious thoughts and behavior,Ecologically-based Family Therapy,Fair,"Glenn, C. R., Franklin, J. C., & Nock, M. K. (2014). Evidence-Based Psychosocial Treatments for Self-Injurious Thoughts and Behaviors in Youth. Journal of Clinical Child & Adolescent Psychology, 44(1), 1-29."
Adolescent,Maintenance,Self-injurious thoughts and behavior,Ecologically-based Family Therapy,Fair,"Glenn, C. R., Franklin, J. C., & Nock, M. K. (2014). Evidence-Based Psychosocial Treatments for Self-Injurious Thoughts and Behaviors in Youth. Journal of Clinical Child & Adolescent Psychology, 44(1), 1-29."
Child,Precontemplation,Self-injurious thoughts and behavior,CBT (individual),Unclear,
Child,Contemplation,Self-injurious thoughts and behavior,CBT (individual),Unclear,
Child,Preparation,Self-injurious thoughts and behavior,CBT (individual),Experimental,"Glenn, C. R., Franklin, J. C., & Nock, M. K. (2014). Evidence-Based Psychosocial Treatments for Self-Injurious Thoughts and Behaviors in Youth. Journal of Clinical Child & Adolescent Psychology, 44(1), 1-29."
Child,Action,Self-injurious thoughts and behavior,CBT (individual),Experimental,"Glenn, C. R., Franklin, J. C., & Nock, M. K. (2014). Evidence-Based Psychosocial Treatments for Self-Injurious Thoughts and Behaviors in Youth. Journal of Clinical Child & Adolescent Psychology, 44(1), 1-29."
Child,Maintenance,Self-injurious thoughts and behavior,CBT (individual),Experimental,"Glenn, C. R., Franklin, J. C., & Nock, M. K. (2014). Evidence-Based Psychosocial Treatments for Self-Injurious Thoughts and Behaviors in Youth. Journal of Clinical Child & Adolescent Psychology, 44(1), 1-29."
Adolescent,Precontemplation,Self-injurious thoughts and behavior,CBT (individual),Unclear,
Adolescent,Contemplation,Self-injurious thoughts and behavior,CBT (individual),Unclear,
Adolescent,Preparation,Self-injurious thoughts and behavior,CBT (individual),Experimental,"Glenn, C. R., Franklin, J. C., & Nock, M. K. (2014). Evidence-Based Psychosocial Treatments for Self-Injurious Thoughts and Behaviors in Youth. Journal of Clinical Child & Adolescent Psychology, 44(1), 1-29."
Adolescent,Action,Self-injurious thoughts and behavior,CBT (individual),Experimental,"Glenn, C. R., Franklin, J. C., & Nock, M. K. (2014). Evidence-Based Psychosocial Treatments for Self-Injurious Thoughts and Behaviors in Youth. Journal of Clinical Child & Adolescent Psychology, 44(1), 1-29."
Adolescent,Maintenance,Self-injurious thoughts and behavior,CBT (individual),Experimental,"Glenn, C. R., Franklin, J. C., & Nock, M. K. (2014). Evidence-Based Psychosocial Treatments for Self-Injurious Thoughts and Behaviors in Youth. Journal of Clinical Child & Adolescent Psychology, 44(1), 1-29."
Child,Precontemplation,Self-injurious thoughts and behavior,Dialectical Behavior Therapy,Unclear,
Child,Contemplation,Self-injurious thoughts and behavior,Dialectical Behavior Therapy,Unclear,
Child,Preparation,Self-injurious thoughts and behavior,Dialectical Behavior Therapy,Experimental,"Glenn, C. R., Franklin, J. C., & Nock, M. K. (2014). Evidence-Based Psychosocial Treatments for Self-Injurious Thoughts and Behaviors in Youth. Journal of Clinical Child & Adolescent Psychology, 44(1), 1-29."
Child,Action,Self-injurious thoughts and behavior,Dialectical Behavior Therapy,Experimental,"Glenn, C. R., Franklin, J. C., & Nock, M. K. (2014). Evidence-Based Psychosocial Treatments for Self-Injurious Thoughts and Behaviors in Youth. Journal of Clinical Child & Adolescent Psychology, 44(1), 1-29."
Child,Maintenance,Self-injurious thoughts and behavior,Dialectical Behavior Therapy,Experimental,"Glenn, C. R., Franklin, J. C., & Nock, M. K. (2014). Evidence-Based Psychosocial Treatments for Self-Injurious Thoughts and Behaviors in Youth. Journal of Clinical Child & Adolescent Psychology, 44(1), 1-29."
Adolescent,Precontemplation,Self-injurious thoughts and behavior,Dialectical Behavior Therapy,Unclear,
Adolescent,Contemplation,Self-injurious thoughts and behavior,Dialectical Behavior Therapy,Unclear,
Adolescent,Preparation,Self-injurious thoughts and behavior,Dialectical Behavior Therapy,Experimental,"Glenn, C. R., Franklin, J. C., & Nock, M. K. (2014). Evidence-Based Psychosocial Treatments for Self-Injurious Thoughts and Behaviors in Youth. Journal of Clinical Child & Adolescent Psychology, 44(1), 1-29."
Adolescent,Action,Self-injurious thoughts and behavior,Dialectical Behavior Therapy,Experimental,"Glenn, C. R., Franklin, J. C., & Nock, M. K. (2014). Evidence-Based Psychosocial Treatments for Self-Injurious Thoughts and Behaviors in Youth. Journal of Clinical Child & Adolescent Psychology, 44(1), 1-29."
Adolescent,Maintenance,Self-injurious thoughts and behavior,Dialectical Behavior Therapy,Experimental,"Glenn, C. R., Franklin, J. C., & Nock, M. K. (2014). Evidence-Based Psychosocial Treatments for Self-Injurious Thoughts and Behaviors in Youth. Journal of Clinical Child & Adolescent Psychology, 44(1), 1-29."
Child,Precontemplation,Self-injurious thoughts and behavior,Family Therapy - Problem-focused,Unclear,
Child,Contemplation,Self-injurious thoughts and behavior,Family Therapy - Problem-focused,Unclear,
Child,Preparation,Self-injurious thoughts and behavior,Family Therapy - Problem-focused,Experimental,"Glenn, C. R., Franklin, J. C., & Nock, M. K. (2014). Evidence-Based Psychosocial Treatments for Self-Injurious Thoughts and Behaviors in Youth. Journal of Clinical Child & Adolescent Psychology, 44(1), 1-29."
Child,Action,Self-injurious thoughts and behavior,Family Therapy - Problem-focused,Experimental,"Glenn, C. R., Franklin, J. C., & Nock, M. K. (2014). Evidence-Based Psychosocial Treatments for Self-Injurious Thoughts and Behaviors in Youth. Journal of Clinical Child & Adolescent Psychology, 44(1), 1-29."
Child,Maintenance,Self-injurious thoughts and behavior,Family Therapy - Problem-focused,Experimental,"Glenn, C. R., Franklin, J. C., & Nock, M. K. (2014). Evidence-Based Psychosocial Treatments for Self-Injurious Thoughts and Behaviors in Youth. Journal of Clinical Child & Adolescent Psychology, 44(1), 1-29."
Adolescent,Precontemplation,Self-injurious thoughts and behavior,Family Therapy - Problem-focused,Unclear,
Adolescent,Contemplation,Self-injurious thoughts and behavior,Family Therapy - Problem-focused,Unclear,
Adolescent,Preparation,Self-injurious thoughts and behavior,Family Therapy - Problem-focused,Experimental,"Glenn, C. R., Franklin, J. C., & Nock, M. K. (2014). Evidence-Based Psychosocial Treatments for Self-Injurious Thoughts and Behaviors in Youth. Journal of Clinical Child & Adolescent Psychology, 44(1), 1-29."
Adolescent,Action,Self-injurious thoughts and behavior,Family Therapy - Problem-focused,Experimental,"Glenn, C. R., Franklin, J. C., & Nock, M. K. (2014). Evidence-Based Psychosocial Treatments for Self-Injurious Thoughts and Behaviors in Youth. Journal of Clinical Child & Adolescent Psychology, 44(1), 1-29."
Adolescent,Maintenance,Self-injurious thoughts and behavior,Family Therapy - Problem-focused,Experimental,"Glenn, C. R., Franklin, J. C., & Nock, M. K. (2014). Evidence-Based Psychosocial Treatments for Self-Injurious Thoughts and Behaviors in Youth. Journal of Clinical Child & Adolescent Psychology, 44(1), 1-29."
Child,Precontemplation,Overweight / Obesity,Family-based Behavioral Therapy,Excellent,"Altman, M., & Wilfley, D.E. (2015). Evidence update on the treatment of overweight and obesity in children and adolescents. Journal of Clinical Child & Adolescent Psychology, 44(4), 521-537. doi: 10.1080/15374416.2014.963854"
Child,Contemplation,Overweight / Obesity,Family-based Behavioral Therapy,Excellent,"Altman, M., & Wilfley, D.E. (2015). Evidence update on the treatment of overweight and obesity in children and adolescents. Journal of Clinical Child & Adolescent Psychology, 44(4), 521-537. doi: 10.1080/15374416.2014.963854"
Child,Preparation,Overweight / Obesity,Family-based Behavioral Therapy,Excellent,"Altman, M., & Wilfley, D.E. (2015). Evidence update on the treatment of overweight and obesity in children and adolescents. Journal of Clinical Child & Adolescent Psychology, 44(4), 521-537. doi: 10.1080/15374416.2014.963854"
Child,Action,Overweight / Obesity,Family-based Behavioral Therapy,Excellent,"Altman, M., & Wilfley, D.E. (2015). Evidence update on the treatment of overweight and obesity in children and adolescents. Journal of Clinical Child & Adolescent Psychology, 44(4), 521-537. doi: 10.1080/15374416.2014.963854"
Child,Maintenance,Overweight / Obesity,Family-based Behavioral Therapy,Excellent,"Altman, M., & Wilfley, D.E. (2015). Evidence update on the treatment of overweight and obesity in children and adolescents. Journal of Clinical Child & Adolescent Psychology, 44(4), 521-537. doi: 10.1080/15374416.2014.963854"
Child,Precontemplation,Overweight / Obesity,Parent only behavioral treatment,Excellent,"Altman, M., & Wilfley, D.E. (2015). Evidence update on the treatment of overweight and obesity in children and adolescents. Journal of Clinical Child & Adolescent Psychology, 44(4), 521-537. doi: 10.1080/15374416.2014.963854"
Child,Contemplation,Overweight / Obesity,Parent only behavioral treatment,Excellent,"Altman, M., & Wilfley, D.E. (2015). Evidence update on the treatment of overweight and obesity in children and adolescents. Journal of Clinical Child & Adolescent Psychology, 44(4), 521-537. doi: 10.1080/15374416.2014.963854"
Child,Preparation,Overweight / Obesity,Parent only behavioral treatment,Excellent,"Altman, M., & Wilfley, D.E. (2015). Evidence update on the treatment of overweight and obesity in children and adolescents. Journal of Clinical Child & Adolescent Psychology, 44(4), 521-537. doi: 10.1080/15374416.2014.963854"
Child,Action,Overweight / Obesity,Parent only behavioral treatment,Excellent,"Altman, M., & Wilfley, D.E. (2015). Evidence update on the treatment of overweight and obesity in children and adolescents. Journal of Clinical Child & Adolescent Psychology, 44(4), 521-537. doi: 10.1080/15374416.2014.963854"
Child,Maintenance,Overweight / Obesity,Parent only behavioral treatment,Excellent,"Altman, M., & Wilfley, D.E. (2015). Evidence update on the treatment of overweight and obesity in children and adolescents. Journal of Clinical Child & Adolescent Psychology, 44(4), 521-537. doi: 10.1080/15374416.2014.963854"
Child,Precontemplation,Overweight / Obesity,Behavioral weight loss with family involvement,Unclear,
Child,Contemplation,Overweight / Obesity,Behavioral weight loss with family involvement,Unclear,
Child,Preparation,Overweight / Obesity,Behavioral weight loss with family involvement,Fair,"Altman, M., & Wilfley, D.E. (2015). Evidence update on the treatment of overweight and obesity in children and adolescents. Journal of Clinical Child & Adolescent Psychology, 44(4), 521-537. doi: 10.1080/15374416.2014.963854"
Child,Action,Overweight / Obesity,Behavioral weight loss with family involvement,Fair,"Altman, M., & Wilfley, D.E. (2015). Evidence update on the treatment of overweight and obesity in children and adolescents. Journal of Clinical Child & Adolescent Psychology, 44(4), 521-537. doi: 10.1080/15374416.2014.963854"
Child,Maintenance,Overweight / Obesity,Behavioral weight loss with family involvement,Fair,"Altman, M., & Wilfley, D.E. (2015). Evidence update on the treatment of overweight and obesity in children and adolescents. Journal of Clinical Child & Adolescent Psychology, 44(4), 521-537. doi: 10.1080/15374416.2014.963854"
Adolescent,Precontemplation,Overweight / Obesity,Behavioral weight loss with family involvement,Unclear,
Adolescent,Contemplation,Overweight / Obesity,Behavioral weight loss with family involvement,Unclear,
Adolescent,Preparation,Overweight / Obesity,Behavioral weight loss with family involvement,Fair,"Altman, M., & Wilfley, D.E. (2015). Evidence update on the treatment of overweight and obesity in children and adolescents. Journal of Clinical Child & Adolescent Psychology, 44(4), 521-537. doi: 10.1080/15374416.2014.963854"
Adolescent,Action,Overweight / Obesity,Behavioral weight loss with family involvement,Fair,"Altman, M., & Wilfley, D.E. (2015). Evidence update on the treatment of overweight and obesity in children and adolescents. Journal of Clinical Child & Adolescent Psychology, 44(4), 521-537. doi: 10.1080/15374416.2014.963854"
Adolescent,Maintenance,Overweight / Obesity,Behavioral weight loss with family involvement,Fair,"Altman, M., & Wilfley, D.E. (2015). Evidence update on the treatment of overweight and obesity in children and adolescents. Journal of Clinical Child & Adolescent Psychology, 44(4), 521-537. doi: 10.1080/15374416.2014.963854"
Adult,Precontemplation,Overweight / Obesity,"Behavioral weight loss (diet, exercise, lifestyle)",Unclear,
Adult,Contemplation,Overweight / Obesity,"Behavioral weight loss (diet, exercise, lifestyle)",Unclear,
Adult,Preparation,Overweight / Obesity,"Behavioral weight loss (diet, exercise, lifestyle)",Good,"Peirson, L., Douketis, J., Ciliska, D., Fitzpatrick-Lewis, D., Ali, M. U., & Raina, P. (2014). Treatment for overweight and obesity in adult populations: A systematic review and meta-analysis. CMAJ Open, 2(4), E306-E317. doi:10.9778/cmajo.20140012"
Adult,Action,Overweight / Obesity,"Behavioral weight loss (diet, exercise, lifestyle)",Good,"Peirson, L., Douketis, J., Ciliska, D., Fitzpatrick-Lewis, D., Ali, M. U., & Raina, P. (2014). Treatment for overweight and obesity in adult populations: A systematic review and meta-analysis. CMAJ Open, 2(4), E306-E317. doi:10.9778/cmajo.20140012"
Adult,Maintenance,Overweight / Obesity,"Behavioral weight loss (diet, exercise, lifestyle)",Good,"Peirson, L., Douketis, J., Ciliska, D., Fitzpatrick-Lewis, D., Ali, M. U., & Raina, P. (2014). Treatment for overweight and obesity in adult populations: A systematic review and meta-analysis. CMAJ Open, 2(4), E306-E317. doi:10.9778/cmajo.20140012"
Adult,Precontemplation,Panic,CBT,Unclear,
Adult,Contemplation,Panic,CBT,Unclear,
Adult,Preparation,Panic,CBT,Excellent,"S†nchez-Meca, J., Rosa-Alc†zar, A. I., Mar°n-Mart°nez, F., & G¢mez-Conesa, A. (2010). Psychological treatment of panic disorder with or without agoraphobia: A meta-analysis. Clinical Psychology Review, 30(1), 37-50. doi:10.1016/j.cpr.2009.08.011 ; Mitte, K. (2005). A meta-analysis of the efficacy of psycho- and pharmacotherapy in panic disorder with and without agoraphobia. Journal of Affective Disorders, 88(1), 27-45. doi:10.1016/j.jad.2005.05.003"
Adult,Action,Panic,CBT,Excellent,"S†nchez-Meca, J., Rosa-Alc†zar, A. I., Mar°n-Mart°nez, F., & G¢mez-Conesa, A. (2010). Psychological treatment of panic disorder with or without agoraphobia: A meta-analysis. Clinical Psychology Review, 30(1), 37-50. doi:10.1016/j.cpr.2009.08.011 ; Mitte, K. (2005). A meta-analysis of the efficacy of psycho- and pharmacotherapy in panic disorder with and without agoraphobia. Journal of Affective Disorders, 88(1), 27-45. doi:10.1016/j.jad.2005.05.003"
Adult,Maintenance,Panic,CBT,Excellent,"S†nchez-Meca, J., Rosa-Alc†zar, A. I., Mar°n-Mart°nez, F., & G¢mez-Conesa, A. (2010). Psychological treatment of panic disorder with or without agoraphobia: A meta-analysis. Clinical Psychology Review, 30(1), 37-50. doi:10.1016/j.cpr.2009.08.011 ; Mitte, K. (2005). A meta-analysis of the efficacy of psycho- and pharmacotherapy in panic disorder with and without agoraphobia. Journal of Affective Disorders, 88(1), 27-45. doi:10.1016/j.jad.2005.05.003"
Adult,Precontemplation,Panic,Applied Relaxation,Unclear,
Adult,Contemplation,Panic,Applied Relaxation,Unclear,
Adult,Preparation,Panic,Applied Relaxation,Fair,"Ost, L.G. & Westling, B.E. (1995). Applied relaxation vs cognitive behavior therapy in the treatment of panic disorder. Behaviour Research and Therapy, 33, 145-158. ; Ost, L.G. (1988). Applied relaxation vs progressive relaxation in the treatment of panic disorder. Behaviour Research and Therapy, 26, 13-22."
Adult,Action,Panic,Applied Relaxation,Fair,"Ost, L.G. & Westling, B.E. (1995). Applied relaxation vs cognitive behavior therapy in the treatment of panic disorder. Behaviour Research and Therapy, 33, 145-158. ; Ost, L.G. (1988). Applied relaxation vs progressive relaxation in the treatment of panic disorder. Behaviour Research and Therapy, 26, 13-22."
Adult,Maintenance,Panic,Applied Relaxation,Fair,"Ost, L.G. & Westling, B.E. (1995). Applied relaxation vs cognitive behavior therapy in the treatment of panic disorder. Behaviour Research and Therapy, 33, 145-158. ; Ost, L.G. (1988). Applied relaxation vs progressive relaxation in the treatment of panic disorder. Behaviour Research and Therapy, 26, 13-22."
Adult,Precontemplation,Panic,Psychodynamic Therapy,Unclear,
Adult,Contemplation,Panic,Psychodynamic Therapy,Unclear,
Adult,Preparation,Panic,Psychodynamic Therapy,Experimental,"Milrod, B., Leon, A.C., Busch, F., et al. (2007). A randomized controlled clinical trial of psychoanalytic psychotherapy for panic disorder. American Journal of Psychiatry, 164, 265-272. ; Milrod, B., & Shear, M.K. (1991). Dynamic treatment of panic disorder: A review. Journal of Mental Disorders, 179, 741-743."
Adult,Action,Panic,Psychodynamic Therapy,Experimental,"Milrod, B., Leon, A.C., Busch, F., et al. (2007). A randomized controlled clinical trial of psychoanalytic psychotherapy for panic disorder. American Journal of Psychiatry, 164, 265-272. ; Milrod, B., & Shear, M.K. (1991). Dynamic treatment of panic disorder: A review. Journal of Mental Disorders, 179, 741-743."
Adult,Maintenance,Panic,Psychodynamic Therapy,Experimental,"Milrod, B., Leon, A.C., Busch, F., et al. (2007). A randomized controlled clinical trial of psychoanalytic psychotherapy for panic disorder. American Journal of Psychiatry, 164, 265-272. ; Milrod, B., & Shear, M.K. (1991). Dynamic treatment of panic disorder: A review. Journal of Mental Disorders, 179, 741-743."
